id,batch_id,gravity,temperature,battery,angle,timestamp,brix
167,001,1.007737,29.0,4.051095,27.49801,2025-10-06T16:45:06.020962,1.9839188765079143
168,001,1.0078,29.0,4.045881,27.52424,2025-10-06T16:45:18.625414,2.0000016052933915
169,001,1.008287,29.0,4.051095,27.72799,2025-10-06T16:45:31.214268,2.124263665306671
170,001,1.008221,29.0,4.051095,27.70019,2025-10-06T16:45:45.752671,2.1074294422112416
171,001,1.007235,29.0625,4.03024,27.28995,2025-10-06T16:45:58.348999,1.855704034281075
172,001,1.007097,29.0,4.051095,27.23305,2025-10-06T16:46:10.938152,1.82043791509534
173,001,1.007129,29.0,4.051095,27.24634,2025-10-06T16:46:23.740599,1.8286163270383895
174,001,1.007423,29.0,4.051095,27.36742,2025-10-06T16:46:36.535341,1.9037339839985634
175,001,1.006924,29.0,4.045881,27.16204,2025-10-06T16:46:49.340576,1.7762154156656607
176,001,1.007232,29.0,4.051095,27.28881,2025-10-06T16:47:01.938210,1.8549374703848116
177,001,1.007748,29.0,4.051095,27.50251,2025-10-06T16:47:14.530092,1.9867271001686504
178,001,1.007654,29.0,4.045881,27.46322,2025-10-06T16:47:27.336934,1.9627278042518128
179,001,1.008206,29.0,4.045881,27.69405,2025-10-06T16:47:39.926702,2.1036032105091635
180,001,1.008433,29.0,4.051095,27.78972,2025-10-06T16:47:52.529956,2.1614960817623796
181,001,1.008802,29.0,4.045881,27.94615,2025-10-06T16:48:05.124141,2.2555546887182345
182,001,1.00863,29.0,4.051095,27.87319,2025-10-06T16:48:17.704759,2.211719228281936
183,001,1.008466,29.0,4.045881,27.80381,2025-10-06T16:48:30.325013,2.1699103065141117
184,001,1.008848,29.0,4.051095,27.96577,2025-10-06T16:48:42.902319,2.2672758844859118
185,001,1.008559,29.0,4.051095,27.84299,2025-10-06T16:48:55.506926,2.193620500913994
186,001,1.008306,29.0,4.051095,27.7361,2025-10-06T16:49:08.103541,2.1291095196507968
187,001,1.00781,29.0,4.045881,27.52844,2025-10-06T16:49:20.684730,2.002554255835662
188,001,1.007789,29.0,4.051095,27.51969,2025-10-06T16:49:33.290701,1.9971936379453155
189,001,1.008028,29.0,4.051095,27.61946,2025-10-06T16:49:45.876909,2.058190904518824
190,001,1.006889,29.0,4.051095,27.1478,2025-10-06T16:49:58.504063,1.7672670329637867
191,001,1.007311,29.0,4.045881,27.32143,2025-10-06T16:50:11.087818,1.875122306117646
192,001,1.007221,29.0,4.051095,27.28392,2025-10-06T16:50:23.669927,1.8521267015497642
193,001,1.007707,29.0,4.045881,27.4854,2025-10-06T16:50:36.277833,1.9762598090998154
194,001,1.007391,29.0,4.051095,27.35436,2025-10-06T16:50:48.852035,1.8955597930079193
195,001,1.007427,29.0,4.045881,27.36937,2025-10-06T16:51:01.654325,1.9047557255814809
196,001,1.00755,29.0,4.051095,27.42011,2025-10-06T16:51:14.456998,1.9361707767933467
197,001,1.007199,29.0,4.051095,27.27501,2025-10-06T16:51:29.007809,1.8465050010007644
198,001,1.007241,29.0,4.051095,27.29238,2025-10-06T16:51:41.592914,1.8572371499589053
199,001,1.007194,29.0,4.051095,27.27316,2025-10-06T16:51:54.203127,1.8452273114967284
200,001,1.006425,29.0,4.045881,26.95874,2025-10-06T16:52:08.729383,1.648585040037574
201,001,1.00562,29.0,4.051095,26.63496,2025-10-06T16:52:21.329135,1.4424523220855008
202,001,1.005952,29.0,4.051095,26.76782,2025-10-06T16:52:33.920645,1.5275014000845886
203,001,1.006065,29.0,4.045881,26.81315,2025-10-06T16:52:46.521815,1.5564375088985116
204,001,1.005413,29.0,4.045881,26.55252,2025-10-06T16:52:59.111125,1.3893996077542852
205,001,1.005911,29.0,4.051095,26.75124,2025-10-06T16:53:13.661492,1.5170010371050466
206,001,1.006307,29.0,4.045881,26.91103,2025-10-06T16:53:26.243000,1.6183875485007775
207,001,1.005903,29.0,4.051095,26.74808,2025-10-06T16:53:38.843638,1.5149520975684254
208,001,1.005541,29.0,4.045881,26.60315,2025-10-06T16:53:51.435511,1.422207428923798
209,001,1.005729,28.9375,4.051095,26.67853,2025-10-06T16:54:04.242856,1.4703805341499674
210,001,1.005342,29.0,4.051095,26.52433,2025-10-06T16:54:16.833770,1.3711983357840154
211,001,1.005622,29.0,4.045881,26.63558,2025-10-06T16:54:29.369175,1.442964814537504
212,001,1.005753,29.0,4.045881,26.68801,2025-10-06T16:54:42.022296,1.476529146467783
213,001,1.0056,29.0,4.051095,26.62669,2025-10-06T16:54:54.623786,1.4373272984648793
214,001,1.005475,28.9375,4.045881,26.57703,2025-10-06T16:55:07.219315,1.4052918180777851
215,001,1.005747,28.9375,4.051095,26.68553,2025-10-06T16:55:23.319113,1.47499201770529
216,001,1.00598,29.0,4.045881,26.77917,2025-10-06T16:55:35.884270,1.5346719448914428
217,001,1.006248,28.9375,4.045881,26.887,2025-10-06T16:55:48.495465,1.603286454741692
218,001,1.006082,28.9375,4.045881,26.81996,2025-10-06T16:56:01.077442,1.5607902315597357
219,001,1.00628,29.0,4.045881,26.90013,2025-10-06T16:56:13.602723,1.6114770727589303
220,001,1.006133,28.9375,4.045881,26.84048,2025-10-06T16:56:26.161858,1.5738476193599809
221,001,1.006346,28.9375,4.045881,26.92655,2025-10-06T16:56:38.766397,1.6283687680376033
222,001,1.006591,28.9375,4.045881,27.02608,2025-10-06T16:56:51.352989,1.691055660099778
223,001,1.006616,28.9375,4.045881,27.03654,2025-10-06T16:57:03.876406,1.6974507647831842
224,001,1.006812,29.0,4.045881,27.11635,2025-10-06T16:57:16.463544,1.7475786545995788
225,001,1.006937,28.9375,4.045881,27.16723,2025-10-06T16:57:29.031546,1.779538960571358
226,001,1.006763,28.9375,4.045881,27.09617,2025-10-06T16:57:41.631754,1.735048300067092
227,001,1.006964,28.9375,4.045881,27.17852,2025-10-06T16:57:54.434112,1.7864414652208325
228,001,1.006504,28.9375,4.051095,26.99084,2025-10-06T16:58:06.935884,1.6687985062727648
229,001,1.006533,28.9375,4.045881,27.00259,2025-10-06T16:58:19.464078,1.6762179355281432
230,001,1.006348,28.9375,4.045881,26.92764,2025-10-06T16:58:32.020176,1.6288806070132296
231,001,1.006614,28.9375,4.045881,27.03562,2025-10-06T16:58:44.532307,1.6969391667440732
232,001,1.003471,28.9375,4.051095,25.79437,2025-10-06T16:58:59.064993,0.8907362668402357
233,001,1.003732,28.9375,4.045881,25.89463,2025-10-06T16:59:11.566774,0.957854542738346
234,001,1.004187,28.9375,4.045881,26.07048,2025-10-06T16:59:24.062733,1.074787799688238
235,001,1.003946,28.9375,4.051095,25.97703,2025-10-06T16:59:36.634094,1.0128633857152636
236,001,1.004112,28.9375,4.051095,26.04161,2025-10-06T16:59:49.233841,1.0555195310429326
237,001,1.004465,28.9375,4.045881,26.17861,2025-10-06T17:00:01.743309,1.1461866731776809
238,001,1.004884,28.9375,4.051095,26.34294,2025-10-06T17:00:14.517208,1.2537326917115479
239,001,1.00517,28.9375,4.045881,26.45582,2025-10-06T17:00:27.318882,1.3270956928896567
240,001,1.005163,28.9375,4.045881,26.45308,2025-10-06T17:00:39.917210,1.3253005354096103
241,001,1.005302,28.9375,4.051095,26.50825,2025-10-06T17:00:52.511458,1.3609430974023553
242,001,1.005196,28.9375,4.051095,26.46634,2025-10-06T17:01:05.099535,1.3337632272205155
243,001,1.005489,28.9375,4.045881,26.5827,2025-10-06T17:01:17.910902,1.4088801419655965
244,001,1.005795,28.9375,4.045881,26.70469,2025-10-06T17:01:30.522226,1.4872885939098524
245,001,1.006141,28.9375,4.045881,26.84384,2025-10-06T17:01:43.092749,1.575895730876482
246,001,1.005475,28.9375,4.045881,26.57708,2025-10-06T17:01:55.684991,1.4052918180777851
247,001,1.005322,28.9375,4.045881,26.51597,2025-10-06T17:02:08.276591,1.3660708067486667
248,001,1.005478,28.9375,4.045881,26.57802,2025-10-06T17:02:20.878986,1.4060607520601707
249,001,1.005723,28.9375,4.045881,26.67613,2025-10-06T17:02:33.472978,1.468843340541298
250,001,1.00611,28.9375,4.045881,26.83156,2025-10-06T17:02:46.082022,1.5679591383624256
251,001,1.006422,28.9375,4.045881,26.95747,2025-10-06T17:02:58.668183,1.6478173847601738
252,001,1.006286,28.9375,4.045881,26.90256,2025-10-06T17:03:11.272733,1.6130127623669068
253,001,1.006157,28.9375,4.045881,26.85032,2025-10-06T17:03:23.851288,1.579991867533181
254,001,1.005871,28.9375,4.051095,26.73535,2025-10-06T17:03:36.360028,1.506756051325624
255,001,1.006039,28.9375,4.045881,26.80277,2025-10-06T17:03:48.938741,1.5497801521202064
256,001,1.006107,28.9375,4.051095,26.83025,2025-10-06T17:04:01.649408,1.567191058077242
257,001,1.006342,28.9375,4.045881,26.92492,2025-10-06T17:04:14.175387,1.6273450846903188
258,001,1.006238,28.875,4.045881,26.88291,2025-10-06T17:04:28.784837,1.600726792162618
259,001,1.00616,28.9375,4.045881,26.85138,2025-10-06T17:04:41.386764,1.5807598803349947
260,001,1.00589,28.875,4.045881,26.74301,2025-10-06T17:04:53.973325,1.5116225093768207
261,001,1.006006,28.875,4.045881,26.7896,2025-10-06T17:05:06.576288,1.541329991985549
262,001,1.00526,28.9375,4.045881,26.49176,2025-10-06T17:05:19.161025,1.3501743208241805
263,001,1.0054,28.875,4.045881,26.5473,2025-10-06T17:05:31.750915,1.3860671504091897
264,001,1.005422,28.9375,4.045881,26.55592,2025-10-06T17:05:44.350055,1.3917066489914305
265,001,1.005667,28.875,4.045881,26.65379,2025-10-06T17:05:56.943141,1.4544954183743357
266,001,1.005589,28.9375,4.045881,26.62255,2025-10-06T17:06:09.549120,1.4345084586684607
267,001,1.005216,28.875,4.045881,26.47407,2025-10-06T17:06:22.063443,1.3388918923608344
268,001,1.00527,28.9375,4.045881,26.4957,2025-10-06T17:06:34.637299,1.352738387379759
269,001,1.005469,28.875,4.045881,26.57451,2025-10-06T17:06:47.225307,1.4037539379467034
270,001,1.005747,28.875,4.045881,26.68569,2025-10-06T17:06:59.816509,1.47499201770529
271,001,1.005637,28.875,4.045881,26.6416,2025-10-06T17:07:12.422467,1.446808450495837
272,001,1.005716,28.875,4.045881,26.67321,2025-10-06T17:07:25.016949,1.4670499275074462
273,001,1.004867,28.875,4.045881,26.33636,2025-10-06T17:07:37.614865,1.249370791920228
274,001,1.004012,28.875,4.045881,26.00275,2025-10-06T17:07:50.203565,1.029824550210833
275,001,1.00414,28.875,4.045881,26.0524,2025-10-06T17:08:04.741474,1.062713315462247
276,001,1.004387,28.875,4.051095,26.14845,2025-10-06T17:08:17.554094,1.12615742011792
277,001,1.00446,28.875,4.045881,26.17694,2025-10-06T17:08:30.138341,1.1449028291430068
278,001,1.003904,28.875,4.045881,25.96091,2025-10-06T17:08:42.738508,1.0020688916404197
279,001,1.003783,28.875,4.045881,25.91428,2025-10-06T17:08:55.531506,0.9709660073012856
280,001,1.00401,28.875,4.045881,26.00206,2025-10-06T17:09:08.137988,1.0293106044721299
281,001,1.004238,28.875,4.045881,26.09023,2025-10-06T17:09:20.664844,1.0878887699991537
282,001,1.004582,28.875,4.045881,26.22454,2025-10-06T17:09:33.177066,1.1762253999850145
283,001,1.004717,28.875,4.045881,26.27762,2025-10-06T17:09:47.763504,1.2108777879881245
284,001,1.00496,28.875,4.051095,26.37316,2025-10-06T17:10:02.293609,1.2732313549366836
285,001,1.005222,28.875,4.045881,26.47649,2025-10-06T17:10:14.900241,1.3404304567329746
286,001,1.005448,28.875,4.045881,26.56647,2025-10-06T17:10:27.491512,1.3983712297363127
287,001,1.005168,28.875,4.045881,26.45527,2025-10-06T17:10:40.285622,1.3265827930071055
288,001,1.005002,28.875,4.045881,26.38954,2025-10-06T17:10:52.891817,1.2840058139431676
289,001,1.005152,28.875,4.045881,26.44871,2025-10-06T17:11:05.470283,1.3224795290109341
